run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias
ERR212516	Illumina HiSeq 2000 paired end sequencing	SAMEA1572029	Genomic_and_immunological_characterization_of_clinical_isolates_of_non_typhoidal_Salmonella_from_Kenya	ERA179198					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212516/8525_2#6.bam											ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212516/8525_2#6.bam			210281093;217781324	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR212516/8525_2#6.bam							8c98e29c328f80bdc4c4f2f934a035b2		ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212516/ERR212516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212516/ERR212516_2.fastq.gz				465853997								ba428bc822d2438698aaf1dcb5fdd6bf;21ce60d88ed9081e1f4b42b8a389e4c3	ERP001625		2620959	Genomic_and_immunological_characterization_of_clinical_isolates_of_non_typhoidal_Salmonella_from_Kenya													Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing									ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212516/ERR212516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212516/ERR212516_2.fastq.gz					524191800	WGS					GENOMIC			PAIRED										dcc_compare									250			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212516/ERR212516_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212516/ERR212516_2.fastq.gz	1;131567;2;1224;1236;91347;543;590;28901;59201;90371			Ke245-sc-2012-07-27T11:52:08Z-1458187					SC_RUN_8525_2#6				Standard			SC_EXP_8525_2#6		Wellcome Sanger Institute;SC					5873198	pathogen;pathogen:bacterium	2012-12-18			ERX187181	Salmonella enterica subsp. enterica serovar Typhimurium		90371	PRJEB3164	BAM							ERR212516	ERS158454											2012-12-18		Genomic_and_immunological_characterization_of_clinical_isolates_of_non_typhoidal_Salmonella_from_Kenya-sc-2012-07-24T19:26:08Z-2303
ERR212740	Illumina HiSeq 2000 paired end sequencing	SAMEA1572515	Staphylococcus aureus (MPROS) study	ERA179200					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212740/8524_3#1.bam											ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212740/8524_3#1.bam			114011012;118363749	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR212740/8524_3#1.bam							4448148f398963437f2318e179bc50de		ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212740/ERR212740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212740/ERR212740_2.fastq.gz				307804653								0b285b2d97512558a970795b062f5799;1eaa7f659d3837a88046c9609ade124b	ERP001637		1630541	Staphylococcus aureus (MPROS) study													Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing									ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212740/ERR212740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212740/ERR212740_2.fastq.gz					326108200	WGS					GENOMIC			PAIRED										dcc_compare									250			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212740/ERR212740_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212740/ERR212740_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			ATW1-sc-2012-07-27T19:31:42Z-1458538					SC_RUN_8524_3#1				Standard			SC_EXP_8524_3#1		Wellcome Sanger Institute;SC					5821821	pathogen;pathogen:bacterium;pathogen:priority	2012-12-18		ATW1	ERX187405	Staphylococcus aureus		1280	PRJEB3174	BAM							ERR212740	ERS158725											2012-12-18		Staphylococcus_aureus__MPROS__study-sc-2012-07-27T19:24:38Z-2309
ERR212741	Illumina HiSeq 2000 paired end sequencing	SAMEA1572246	Staphylococcus aureus (MPROS) study	ERA179200					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212741/8524_3#2.bam											ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212741/8524_3#2.bam			152928106;158572019	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR212741/8524_3#2.bam							892dd6183bd9fb00e80e3b296a2903f1		ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212741/ERR212741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212741/ERR212741_2.fastq.gz				423022055								36c749bb71acc8a30769c36b4c8f9a93;d894b58a1965033362ef5be04da63815	ERP001637		2256909	Staphylococcus aureus (MPROS) study													Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing									ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212741/ERR212741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212741/ERR212741_2.fastq.gz					451381800	WGS					GENOMIC			PAIRED										dcc_compare									250			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212741/ERR212741_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212741/ERR212741_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			ATW2-sc-2012-07-27T19:31:43Z-1458539					SC_RUN_8524_3#2				Standard			SC_EXP_8524_3#2		Wellcome Sanger Institute;SC					5821822	pathogen;pathogen:bacterium;pathogen:priority	2012-12-18		ATW2	ERX187406	Staphylococcus aureus		1280	PRJEB3174	BAM							ERR212741	ERS158726											2012-12-18		Staphylococcus_aureus__MPROS__study-sc-2012-07-27T19:24:38Z-2309
ERR212742	Illumina HiSeq 2000 paired end sequencing	SAMEA1572268	Staphylococcus aureus (MPROS) study	ERA179200					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212742/8524_3#3.bam											ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212742/8524_3#3.bam			277826900;286595320	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR212742/8524_3#3.bam							707803b0821e483a54c984e614dfae0a		ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212742/ERR212742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212742/ERR212742_2.fastq.gz				605277567								7e3027b60a95700d61cebf9c0bc34629;2f83701dc272846f6ee261fda1fccb52	ERP001637		3163158	Staphylococcus aureus (MPROS) study													Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing									ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212742/ERR212742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212742/ERR212742_2.fastq.gz					632631600	WGS					GENOMIC			PAIRED										dcc_compare									250			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212742/ERR212742_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212742/ERR212742_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			ATW3-sc-2012-07-27T19:31:43Z-1458540					SC_RUN_8524_3#3				Standard			SC_EXP_8524_3#3		Wellcome Sanger Institute;SC					5821823	pathogen;pathogen:bacterium;pathogen:priority	2012-12-18		ATW3	ERX187407	Staphylococcus aureus		1280	PRJEB3174	BAM							ERR212742	ERS158727											2012-12-18		Staphylococcus_aureus__MPROS__study-sc-2012-07-27T19:24:38Z-2309
ERR212931	Illumina HiSeq 2000 paired end sequencing	SAMEA1572185	Staphylococcus aureus (MPROS) study	ERA179200					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212931/8525_1#1.bam											ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212931/8525_1#1.bam			112800719;114611219	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR212931/8525_1#1.bam							18461118ef1860d534569d941a227c02		ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212931/ERR212931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212931/ERR212931_2.fastq.gz				310059012								6f975a49844d0f407b78bafe0dcb042b;7c80317c34691bc55c1b7061a69234df	ERP001637		1754176	Staphylococcus aureus (MPROS) study													Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing									ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212931/ERR212931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212931/ERR212931_2.fastq.gz					350835200	WGS					GENOMIC			PAIRED										dcc_compare									250			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212931/ERR212931_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212931/ERR212931_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			ATW4-sc-2012-07-27T19:31:44Z-1458541					SC_RUN_8525_1#1				Standard			SC_EXP_8525_1#1		Wellcome Sanger Institute;SC					5821918	pathogen;pathogen:bacterium;pathogen:priority	2012-12-18		ATW4	ERX187596	Staphylococcus aureus		1280	PRJEB3174	BAM							ERR212931	ERS158728											2012-12-18		Staphylococcus_aureus__MPROS__study-sc-2012-07-27T19:24:38Z-2309
ERR212932	Illumina HiSeq 2000 paired end sequencing	SAMEA1572210	Staphylococcus aureus (MPROS) study	ERA179200					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212932/8525_1#2.bam											ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR212932/8525_1#2.bam			88504725;90191150	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR212932/8525_1#2.bam							d77ddd9030bb9f8b846dff7b446b1708		ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212932/ERR212932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212932/ERR212932_2.fastq.gz				235828101								55bfd2807a782ec8c8d7ce65cb4e7208;55204f6d5237471d7250d6491a5404b9	ERP001637		1319038	Staphylococcus aureus (MPROS) study													Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing									ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212932/ERR212932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/ERR212932/ERR212932_2.fastq.gz					263807600	WGS					GENOMIC			PAIRED										dcc_compare									250			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212932/ERR212932_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/ERR212932/ERR212932_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			ATW5-sc-2012-07-27T19:31:45Z-1458542					SC_RUN_8525_1#2				Standard			SC_EXP_8525_1#2		Wellcome Sanger Institute;SC					5821919	pathogen;pathogen:bacterium;pathogen:priority	2012-12-18		ATW5	ERX187597	Staphylococcus aureus		1280	PRJEB3174	BAM							ERR212932	ERS158729											2012-12-18		Staphylococcus_aureus__MPROS__study-sc-2012-07-27T19:24:38Z-2309
ERR2204715	Illumina MiSeq paired end sequencing: EXP-78-1-2017-11-24_12-46-02	SAMEA104402326	Escherichia coli from hospitalized patients in Rio de Janeiro	ERA1143772					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR220/ERR2204715/7518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR220/ERR2204715/7518_2.fastq.gz						164474138					ftp.sra.ebi.ac.uk/vol1/run/ERR220/ERR2204715/7518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR220/ERR2204715/7518_2.fastq.gz			96075309;111463099	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/err/ERR220/005/ERR2204715		fasp.sra.ebi.ac.uk:/vol1/run/ERR220/ERR2204715/7518_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR220/ERR2204715/7518_2.fastq.gz							d2ba7510dd1f0d1ceee440c4d019760f;081ee9f1770c387abadcdcef055f7838	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR220/005/ERR2204715/ERR2204715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR220/005/ERR2204715/ERR2204715_2.fastq.gz				110904096;125978147			Brazil, Rio de Janeiro		7518	ftp.sra.ebi.ac.uk/vol1/err/ERR220/005/ERR2204715		b8ce03f01595d450250ca396abc02557;ecef711db50edf68d8709fbbb15dce0c	ERP105174		590829	Whole genome sequencing and phenotypic characterization of Escherichia coli causing urinary tract infection in hospitalized patients in Rio de Janeiro hospitals: high prevalence of multidrug resistance								7518					Illumina MiSeq							Illumina MiSeq paired end sequencing: EXP-78-1-2017-11-24_12-46-02							42dc9e67cb6c3d7d8b578bc7096a7093		ftp.sra.ebi.ac.uk/vol1/fastq/ERR220/005/ERR2204715/ERR2204715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR220/005/ERR2204715/ERR2204715_2.fastq.gz					282919434	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/err/ERR220/005/ERR2204715		PAIRED										dcc_compare									75			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR220/005/ERR2204715/ERR2204715_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR220/005/ERR2204715/ERR2204715_2.fastq.gz	1;131567;2;1224;1236;91347;543;561;562			7518					7518 exp EXP-78-1-2017-11-24_12-46-02 run 1			PAIRED;PAIRED			not provided	EXP-78-1-2017-11-24_12-46-02		University Medical Center Groningen					unspecified	pathogen;pathogen:bacterium	2017-11-24			ERX2259081	Escherichia coli		562	PRJEB23420	FASTQ;FASTQ							ERR2204715	ERS2020268											2018-03-12		ena-STUDY-University Medical Center Groningen-10-11-2017-15:40:37:295-83
ERR230332	Illumina HiSeq 2000 paired end sequencing	SAMEA1709351	Diversity of MRSA II	ERA195405					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR230/ERR230332/8939_8#78.bam											ftp.sra.ebi.ac.uk/vol1/run/ERR230/ERR230332/8939_8#78.bam			108585417;120112118	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR230/ERR230332/8939_8#78.bam							75057d206e04bff9465792eced21b82b		ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/ERR230332/ERR230332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/ERR230332/ERR230332_2.fastq.gz				296587820								4b3583a03a29c808cafd07d79a12eb74;1d74fc7211bf7e1d83d956840b3743da	ERP000916		1598691	Diversity of MRSA II													Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing	116								ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/ERR230332/ERR230332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/ERR230332/ERR230332_2.fastq.gz					319738200	WGS					GENOMIC			PAIRED										dcc_compare									304			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR230/ERR230332/ERR230332_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR230/ERR230332/ERR230332_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			09_070_0256-sc-2012-11-06T14:38:16Z-1499650					SC_RUN_8939_8#78				Standard			SC_EXP_8939_8#78		Wellcome Sanger Institute;SC					6235305	pathogen;pathogen:bacterium;pathogen:priority	2013-02-18			ERX204883	Staphylococcus aureus		1280	PRJEB2686	BAM							ERR230332	ERS187466											2013-02-18		Diversity_of_MRSA_II-sc-2011-09-23T11:37:08Z-1981
ERR234802	Illumina HiSeq 2000 paired end sequencing	SAMEA1709004	Diversity_of_MRSA	ERA199161					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR234/ERR234802/8987_2#7.bam											ftp.sra.ebi.ac.uk/vol1/run/ERR234/ERR234802/8987_2#7.bam			165197993;176167161	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR234/ERR234802/8987_2#7.bam							c2ef9a105f916e0d85eeda513cc76338		ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234802/ERR234802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234802/ERR234802_2.fastq.gz				364813987								339bfc42765ea343f599d4c8493b18d3;0ed336e3b7a77de173fa8a07088ccffd	ERP000871		1872163	Diversity_of_MRSA													Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing	65								ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234802/ERR234802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234802/ERR234802_2.fastq.gz					374432600	WGS					GENOMIC			PAIRED										dcc_compare									222			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR234/ERR234802/ERR234802_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR234/ERR234802/ERR234802_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279			swab_4-sc-2012-10-04T14:02:57Z-1490767					SC_RUN_8987_2#7				Standard			SC_EXP_8987_2#7		Wellcome Sanger Institute;SC					6137939		2013-03-05			ERX209307	Staphylococcus		1279	PRJEB2655	BAM							ERR234802	ERS179177											2013-03-05		Diversity_of_MRSA-sc-2011-08-22T15:47:08Z-1943
ERR234810	Illumina HiSeq 2000 paired end sequencing	SAMEA1708838	Diversity_of_MRSA	ERA199161					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR234/ERR234810/8987_2#15.bam											ftp.sra.ebi.ac.uk/vol1/run/ERR234/ERR234810/8987_2#15.bam			177027227;188717313	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR234/ERR234810/8987_2#15.bam							70f5d357a11a9dbd2769e452a0e2fd90		ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234810/ERR234810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234810/ERR234810_2.fastq.gz				394812389								b5a7152da1fe49d8977f79af71417d8b;f9e9d1305f2d904910f033fcb19f105a	ERP000871		2031340	Diversity_of_MRSA													Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing	65								ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234810/ERR234810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR234/ERR234810/ERR234810_2.fastq.gz					406268000	WGS					GENOMIC			PAIRED										dcc_compare									222			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR234/ERR234810/ERR234810_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR234/ERR234810/ERR234810_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279			swab_5A-sc-2012-10-04T14:03:05Z-1490775					SC_RUN_8987_2#15				Standard			SC_EXP_8987_2#15		Wellcome Sanger Institute;SC					6137947		2013-03-05			ERX209315	Staphylococcus		1279	PRJEB2655	BAM							ERR234810	ERS179185											2013-03-05		Diversity_of_MRSA-sc-2011-08-22T15:47:08Z-1943
ERR2729492	HiSeq X Ten paired end sequencing	SAMEA104137795	Tracking_the_dynamics_of_AMR_genes_within_enteric_bacterial_communities_in_pigs_and_humans	ERA1557944					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2729492/23220_1#249.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2729492/23220_1#249.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2729492/23220_1#249.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2729492/23220_1#249.cram.crai			59006370;71524957	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2729492/23220_1#249.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2729492/23220_1#249.cram.crai							ec6f70e9b4eb5be625a8ca98b940e59b;509f77baf1b807d354191d1ef608c7c6	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2729492/ERR2729492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2729492/ERR2729492_2.fastq.gz				92595863;3304					4762STDY6980745			5a2f7a60bcdf1fa4b48d102ea992f6c7;5382b8dc1fa82b22dae72ea784a57dd7	ERP023234		1997736	Tracking_the_dynamics_of_AMR_genes_within_enteric_bacterial_communities_in_pigs_and_humans								4762STDY6980745					HiSeq X Ten							HiSeq X Ten paired end sequencing	103								ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2729492/ERR2729492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2729492/ERR2729492_2.fastq.gz					301658136	WGS					GENOMIC			PAIRED										dcc_compare									362			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2729492/ERR2729492_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2729492/ERR2729492_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			ab431a90-5591-11e7-ac2e-3c4a9275d6c8					SC_RUN_23220_1#249				Standard			SC_EXP_23220_1#249		Wellcome Sanger Institute;SC					DN490095F:C8	pathogen;pathogen:bacterium;pathogen:priority	2018-08-07			ERX2742737	Staphylococcus aureus		1280	PRJEB21015	CRAM;CRAI							ERR2729492	ERS1796813											2018-08-07		G2885_Tracking_the_dynamics_of_AMR_genes_within_enteric_bacterial_communities_in_pigs_and_humans-sc-4762
ERR277225	Illumina Genome Analyzer IIx paired end sequencing	SAMEA1906827		ERA222371					unspecified						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR277/ERR277225/Styph-0808R10031_3_1_sequence.txt.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR277/ERR277225/Styph-0808R10031_3_2_sequence.txt.gz						102775193					ftp.sra.ebi.ac.uk/vol1/run/ERR277/ERR277225/Styph-0808R10031_3_1_sequence.txt.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR277/ERR277225/Styph-0808R10031_3_2_sequence.txt.gz			68605883;66460241	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/err/ERR277/ERR277225		fasp.sra.ebi.ac.uk:/vol1/run/ERR277/ERR277225/Styph-0808R10031_3_1_sequence.txt.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR277/ERR277225/Styph-0808R10031_3_2_sequence.txt.gz							57d926723002f2128cf920cf73631a9b;901de804b52064506780997079faf012	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR277/ERR277225/ERR277225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR277/ERR277225/ERR277225_2.fastq.gz				71453963;68876423					Senterica	ftp.sra.ebi.ac.uk/vol1/err/ERR277/ERR277225		3ed61551f4cf3b87534655c7ec122b23;5387f08da9b620d9fc74ab08bb5d301e	ERP002633		798458	Evaluation of whole genome sequencing for epidemiological typing of Salmonella enterica								Senterica					Illumina Genome Analyzer IIx							Illumina Genome Analyzer IIx paired end sequencing							b3bba183819be78632031fc2f9a4c750		ftp.sra.ebi.ac.uk/vol1/fastq/ERR277/ERR277225/ERR277225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR277/ERR277225/ERR277225_2.fastq.gz					161288516	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/err/ERR277/ERR277225		PAIRED										dcc_compare									150			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR277/ERR277225/ERR277225_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR277/ERR277225/ERR277225_2.fastq.gz	1;131567;2;1224;1236;91347;543;590;28901			Styph-0808R10031					ena-RUN-DTU-24-05-2013-09:39:26:954-23			PAIRED;PAIRED				ena-EXPERIMENT-DTU-16-05-2013-10:59:07:484-24		Technical University of Denmark;DTU					unspecified	pathogen;pathogen:bacterium	2013-05-24			ERX248779	Salmonella enterica		28901	PRJEB1954	FASTQ;FASTQ							ERR277225	ERS246844											2013-05-24		Evaluation of whole genome sequencing for epidemiological typing of Salmonella enterica
